Order,N,h,Dofs,Error
2,4,0.25,112,0.052185849
2,8,0.125,416,0.012839513
2,16,0.0625,1600,0.003196413
2,32,0.03125,6272,0.000798233
2,64,0.015625,24832,0.000199503
2,128,0.0078125,98816,4.99E-05
