Order,N,h,Dofs,Error
5,8,0.125,44728,9.11E-06
5,16,0.0625,336368,2.89E-07
5,32,0.03125,2606560,9.12E-09
5,64,0.015625,20517824,2.88E-10
5,128,0.0078125,162809728,2.08E-11
