2,8,0.125,8768,0.008532834,0.029144199,0.298893213
2,16,0.0625,67840,0.002149626,0.007305979,7.221072674
2,32,0.03125,533504,0.000538448,0.001827843,15.80590987
2,64,0.015625,4231168,0.000134677,0.000457047,811.696795
3,8,0.125,20096,0.000765101,0.001847517,0.69687438
3,16,0.0625,156160,9.64E-05,0.000230886,2.91485095
3,32,0.03125,1230848,1.21E-05,2.89E-05,86.12393785
3,64,0.015625,9773056,1.51E-06,3.61E-06,8370.022669
4,8,0.125,38784,5.64E-05,0.00054051,1.527526617
4,16,0.0625,302592,3.38E-06,3.56E-05,33.48834658
4,32,0.03125,2390016,2.08E-07,1.98E-06,450.6643105
