2,8,0.125,17152,0.003511620935027593,0.015616069601194995,0.33168792724609375
2,16,0.0625,134144,0.0008793660057724128,0.003907817292574625,1.472663164138794
2,32,0.03125,1060864,0.00021993247298743643,0.0009771902987420636,105.39672541618347
2,64,0.015625,4231168,0.00013467733150122104,0.00045704683249096485,1514.6319751739502
3,8,0.125,57024,0.0001165918645774117,0.0005182244260945985,1.345536708831787
3,16,0.0625,449280,1.459404716556677e-05,6.484657522155616e-05,8.739537000656128
3,32,0.03125,3566592,1.8248838236519705e-06,8.10796218088883e-06,326.82766485214233
4,8,0.125,134144,2.8850160401318344e-06,1.282098871091466e-05,9.319674730300903
4,16,0.0625,1060864,1.805242453059168e-07,8.020982522812007e-07,40.30694341659546
4,32,0.03125,2390016,2.077882087397737e-07,1.981596901661934e-06,470.4620792865753
